transaction_id,sender_upi,receiver_upi,location,amount,device_type,time,label
TXN9417,user9417@upi,merchant9417@upi,Mumbai,14774,mobile,10,0
TXN9418,user9418@upi,merchant9418@upi,Chennai,828,tablet,8,0
TXN9419,user9419@upi,merchant9419@upi,Bangalore,9201,desktop,18,0
TXN9420,user9420@upi,merchant9420@upi,Chennai,9511,mobile,17,0
TXN9421,user9421@upi,merchant9421@upi,Delhi,15467,desktop,9,0
TXN9422,user9422@upi,merchant9422@upi,Delhi,9070,mobile,15,0
TXN9423,user9423@upi,merchant9423@upi,Delhi,18112,mobile,19,0
TXN9424,user9424@upi,merchant9424@upi,Chennai,12891,mobile,10,0
TXN9425,user9425@upi,merchant9425@upi,Bangalore,11823,desktop,16,0
TXN9426,user9426@upi,merchant9426@upi,Hyderabad,18185,tablet,17,0
TXN9427,user9427@upi,merchant9427@upi,Mumbai,10072,mobile,6,0
TXN9428,user9428@upi,merchant9428@upi,Chennai,8346,tablet,20,0
TXN9429,user9429@upi,merchant9429@upi,Delhi,10256,tablet,19,0
TXN9430,user9430@upi,merchant9430@upi,Mumbai,85172,emulator,0,1
TXN9431,user9431@upi,merchant9431@upi,Bangalore,5219,tablet,16,0
TXN9432,user9432@upi,merchant9432@upi,Mumbai,13390,tablet,21,0
TXN9433,user9433@upi,merchant9433@upi,Bangalore,19738,desktop,15,0
TXN9434,user9434@upi,merchant9434@upi,Chennai,2413,desktop,21,0
TXN9435,user9435@upi,merchant9435@upi,Bangalore,19071,desktop,18,0
TXN9436,user9436@upi,merchant9436@upi,Chennai,8624,desktop,6,0
TXN9437,user9437@upi,merchant9437@upi,Bangalore,16388,tablet,14,0
TXN9438,user9438@upi,merchant9438@upi,Delhi,4411,desktop,11,0
TXN9439,user9439@upi,merchant9439@upi,Bangalore,16707,tablet,20,0
TXN9440,user9440@upi,merchant9440@upi,Hyderabad,19589,mobile,13,0
TXN9441,user9441@upi,merchant9441@upi,Chennai,12065,mobile,13,0
TXN9442,user9442@upi,merchant9442@upi,Bangalore,12637,tablet,21,0
TXN9443,user9443@upi,merchant9443@upi,Mumbai,7527,mobile,15,0
TXN9444,user9444@upi,merchant9444@upi,Bangalore,15045,tablet,11,0
TXN9445,user9445@upi,merchant9445@upi,Mumbai,9610,mobile,21,0
TXN9446,user9446@upi,merchant9446@upi,Chennai,1142,mobile,14,0
TXN9447,user9447@upi,merchant9447@upi,Chennai,4984,desktop,13,0
TXN9448,user9448@upi,merchant9448@upi,Chennai,93874,emulator,3,1
TXN9449,user9449@upi,merchant9449@upi,Chennai,4304,tablet,13,0
TXN9450,user9450@upi,merchant9450@upi,Delhi,4234,tablet,18,0
TXN9451,user9451@upi,merchant9451@upi,Delhi,6735,desktop,14,0
TXN9452,user9452@upi,merchant9452@upi,Hyderabad,38630,emulator,23,1
TXN9453,user9453@upi,merchant9453@upi,Mumbai,31,tablet,16,0
TXN9454,user9454@upi,merchant9454@upi,Delhi,7713,mobile,12,0
TXN9455,user9455@upi,merchant9455@upi,Bangalore,6385,desktop,6,0
TXN9456,user9456@upi,merchant9456@upi,Chennai,7228,tablet,9,0
TXN9457,user9457@upi,merchant9457@upi,Hyderabad,33167,emulator,0,1
TXN9458,user9458@upi,merchant9458@upi,Delhi,19822,tablet,14,0
TXN9459,user9459@upi,merchant9459@upi,Mumbai,10330,tablet,10,0
TXN9460,user9460@upi,merchant9460@upi,Delhi,19810,desktop,16,0
TXN9461,user9461@upi,merchant9461@upi,Hyderabad,19232,desktop,18,0
TXN9462,user9462@upi,merchant9462@upi,Chennai,17007,desktop,17,0
TXN9463,user9463@upi,merchant9463@upi,Hyderabad,18216,tablet,18,0
TXN9464,user9464@upi,merchant9464@upi,Delhi,18800,tablet,10,0
TXN9465,user9465@upi,merchant9465@upi,Chennai,12111,desktop,13,0
TXN9466,user9466@upi,merchant9466@upi,Delhi,620,tablet,6,0
TXN9467,user9467@upi,merchant9467@upi,Hyderabad,7985,mobile,22,0
TXN9468,user9468@upi,merchant9468@upi,Mumbai,14555,mobile,13,0
TXN9469,user9469@upi,merchant9469@upi,Mumbai,15791,desktop,6,0
TXN9470,user9470@upi,merchant9470@upi,Delhi,10895,desktop,19,0
TXN9471,user9471@upi,merchant9471@upi,Hyderabad,75666,desktop,4,1
TXN9472,user9472@upi,merchant9472@upi,Bangalore,8932,tablet,11,0
TXN9473,user9473@upi,merchant9473@upi,Bangalore,8931,tablet,21,0
TXN9474,user9474@upi,merchant9474@upi,Chennai,18148,desktop,11,0
TXN9475,user9475@upi,merchant9475@upi,Mumbai,18890,mobile,15,0
TXN9476,user9476@upi,merchant9476@upi,Bangalore,13213,desktop,12,0
TXN9477,user9477@upi,merchant9477@upi,Delhi,15235,tablet,15,0
TXN9478,user9478@upi,merchant9478@upi,Chennai,2228,mobile,20,0
TXN9479,user9479@upi,merchant9479@upi,Mumbai,64202,desktop,2,1
TXN9480,user9480@upi,merchant9480@upi,Mumbai,11886,tablet,19,0
TXN9481,user9481@upi,merchant9481@upi,Chennai,13209,desktop,18,0
TXN9482,user9482@upi,merchant9482@upi,Chennai,348,tablet,10,0
TXN9483,user9483@upi,merchant9483@upi,Hyderabad,4101,desktop,12,0
TXN9484,user9484@upi,merchant9484@upi,Chennai,7586,tablet,15,0
TXN9485,user9485@upi,merchant9485@upi,Bangalore,16799,mobile,11,0
TXN9486,user9486@upi,merchant9486@upi,Chennai,4478,desktop,11,0
TXN9487,user9487@upi,merchant9487@upi,Chennai,17120,tablet,14,0
TXN9488,user9488@upi,merchant9488@upi,Delhi,14596,tablet,17,0
TXN9489,user9489@upi,merchant9489@upi,Bangalore,8291,mobile,8,0
TXN9490,user9490@upi,merchant9490@upi,Delhi,17957,mobile,8,0
TXN9491,user9491@upi,merchant9491@upi,Mumbai,7461,tablet,14,0
TXN9492,user9492@upi,merchant9492@upi,Delhi,15374,tablet,22,0
TXN9493,user9493@upi,merchant9493@upi,Delhi,2174,desktop,7,0
TXN9494,user9494@upi,merchant9494@upi,Chennai,1799,mobile,12,0
TXN9495,user9495@upi,merchant9495@upi,Delhi,3920,tablet,6,0
TXN9496,user9496@upi,merchant9496@upi,Delhi,1412,desktop,21,0
TXN9497,user9497@upi,merchant9497@upi,Mumbai,95169,desktop,2,1
TXN9498,user9498@upi,merchant9498@upi,Bangalore,18164,desktop,7,0
TXN9499,user9499@upi,merchant9499@upi,Mumbai,14773,tablet,8,0
TXN9500,user9500@upi,merchant9500@upi,Bangalore,2070,tablet,12,0
TXN9501,user9501@upi,merchant9501@upi,Chennai,13554,mobile,11,0
TXN9502,user9502@upi,merchant9502@upi,Bangalore,19727,desktop,19,0
TXN9503,user9503@upi,merchant9503@upi,Delhi,3985,mobile,14,0
TXN9504,user9504@upi,merchant9504@upi,Chennai,6464,desktop,12,0
TXN9505,user9505@upi,merchant9505@upi,Delhi,9771,mobile,6,0
TXN9506,user9506@upi,merchant9506@upi,Delhi,746,mobile,22,0
TXN9507,user9507@upi,merchant9507@upi,Bangalore,7072,mobile,16,0
TXN9508,user9508@upi,merchant9508@upi,Delhi,12505,desktop,19,0
TXN9509,user9509@upi,merchant9509@upi,Mumbai,54207,emulator,1,1
TXN9510,user9510@upi,merchant9510@upi,Delhi,977,mobile,7,0
TXN9511,user9511@upi,merchant9511@upi,Chennai,1129,desktop,16,0
TXN9512,user9512@upi,merchant9512@upi,Hyderabad,10975,desktop,16,0
TXN9513,user9513@upi,merchant9513@upi,Delhi,9932,tablet,12,0
TXN9514,user9514@upi,merchant9514@upi,Chennai,16831,mobile,18,0
TXN9515,user9515@upi,merchant9515@upi,Mumbai,57094,emulator,1,1
TXN9516,user9516@upi,merchant9516@upi,Delhi,5647,tablet,21,0
TXN9517,user9517@upi,merchant9517@upi,Chennai,15525,desktop,20,0
TXN9518,user9518@upi,merchant9518@upi,Hyderabad,13866,desktop,19,0
TXN9519,user9519@upi,merchant9519@upi,Hyderabad,7390,mobile,13,0
TXN9520,user9520@upi,merchant9520@upi,Hyderabad,2726,desktop,19,0
TXN9521,user9521@upi,merchant9521@upi,Bangalore,17541,desktop,8,0
TXN9522,user9522@upi,merchant9522@upi,Delhi,11427,desktop,18,0
TXN9523,user9523@upi,merchant9523@upi,Mumbai,31394,desktop,3,1
TXN9524,user9524@upi,merchant9524@upi,Delhi,7718,tablet,16,0
TXN9525,user9525@upi,merchant9525@upi,Delhi,13665,desktop,18,0
TXN9526,user9526@upi,merchant9526@upi,Mumbai,13461,tablet,10,0
TXN9527,user9527@upi,merchant9527@upi,Mumbai,2048,tablet,22,0
TXN9528,user9528@upi,merchant9528@upi,Hyderabad,1207,tablet,9,0
TXN9529,user9529@upi,merchant9529@upi,Delhi,18414,tablet,17,0
TXN9530,user9530@upi,merchant9530@upi,Hyderabad,2105,mobile,20,0
TXN9531,user9531@upi,merchant9531@upi,Hyderabad,10508,tablet,21,0
TXN9532,user9532@upi,merchant9532@upi,Mumbai,16595,tablet,11,0
TXN9533,user9533@upi,merchant9533@upi,Chennai,11191,mobile,19,0
TXN9534,user9534@upi,merchant9534@upi,Delhi,39439,desktop,0,1
TXN9535,user9535@upi,merchant9535@upi,Bangalore,11839,tablet,20,0
TXN9536,user9536@upi,merchant9536@upi,Chennai,18242,desktop,22,0
TXN9537,user9537@upi,merchant9537@upi,Chennai,12827,mobile,7,0
TXN9538,user9538@upi,merchant9538@upi,Hyderabad,7061,desktop,7,0
TXN9539,user9539@upi,merchant9539@upi,Delhi,17039,mobile,6,0
TXN9540,user9540@upi,merchant9540@upi,Bangalore,2024,mobile,20,0
TXN9541,user9541@upi,merchant9541@upi,Bangalore,4714,desktop,14,0
TXN9542,user9542@upi,merchant9542@upi,Mumbai,344,desktop,22,0
TXN9543,user9543@upi,merchant9543@upi,Bangalore,8734,mobile,10,0
TXN9544,user9544@upi,merchant9544@upi,Mumbai,608,tablet,20,0
TXN9545,user9545@upi,merchant9545@upi,Delhi,13407,desktop,6,0
TXN9546,user9546@upi,merchant9546@upi,Bangalore,71258,desktop,2,1
TXN9547,user9547@upi,merchant9547@upi,Delhi,15500,tablet,10,0
TXN9548,user9548@upi,merchant9548@upi,Delhi,8334,mobile,15,0
TXN9549,user9549@upi,merchant9549@upi,Delhi,15021,mobile,6,0
TXN9550,user9550@upi,merchant9550@upi,Bangalore,6158,mobile,18,0
TXN9551,user9551@upi,merchant9551@upi,Hyderabad,16606,desktop,15,0
TXN9552,user9552@upi,merchant9552@upi,Delhi,56844,desktop,3,1
TXN9553,user9553@upi,merchant9553@upi,Hyderabad,9729,desktop,11,0
TXN9554,user9554@upi,merchant9554@upi,Bangalore,594,tablet,18,0
TXN9555,user9555@upi,merchant9555@upi,Bangalore,408,tablet,13,0
TXN9556,user9556@upi,merchant9556@upi,Chennai,10019,tablet,9,0
TXN9557,user9557@upi,merchant9557@upi,Hyderabad,8033,mobile,6,0
TXN9558,user9558@upi,merchant9558@upi,Delhi,421,mobile,19,0
TXN9559,user9559@upi,merchant9559@upi,Hyderabad,18587,desktop,14,0
TXN9560,user9560@upi,merchant9560@upi,Hyderabad,17122,mobile,16,0
TXN9561,user9561@upi,merchant9561@upi,Delhi,14666,desktop,15,0
TXN9562,user9562@upi,merchant9562@upi,Bangalore,12565,mobile,20,0
TXN9563,user9563@upi,merchant9563@upi,Hyderabad,17346,tablet,22,0
TXN9564,user9564@upi,merchant9564@upi,Delhi,11137,desktop,8,0
TXN9565,user9565@upi,merchant9565@upi,Bangalore,19531,tablet,6,0
TXN9566,user9566@upi,merchant9566@upi,Delhi,6547,desktop,17,0
TXN9567,user9567@upi,merchant9567@upi,Delhi,9239,tablet,16,0
TXN9568,user9568@upi,merchant9568@upi,Hyderabad,6169,mobile,13,0
TXN9569,user9569@upi,merchant9569@upi,Bangalore,8377,mobile,14,0
TXN9570,user9570@upi,merchant9570@upi,Delhi,14331,desktop,14,0
TXN9571,user9571@upi,merchant9571@upi,Bangalore,8567,mobile,8,0
TXN9572,user9572@upi,merchant9572@upi,Chennai,5792,tablet,14,0
TXN9573,user9573@upi,merchant9573@upi,Delhi,105424,emulator,23,1
TXN9574,user9574@upi,merchant9574@upi,Bangalore,11412,mobile,12,0
TXN9575,user9575@upi,merchant9575@upi,Mumbai,15427,desktop,10,0
TXN9576,user9576@upi,merchant9576@upi,Hyderabad,8284,mobile,15,0
TXN9577,user9577@upi,merchant9577@upi,Hyderabad,17053,desktop,9,0
TXN9578,user9578@upi,merchant9578@upi,Hyderabad,3314,desktop,6,0
TXN9579,user9579@upi,merchant9579@upi,Delhi,16841,tablet,7,0
TXN9580,user9580@upi,merchant9580@upi,Chennai,10777,mobile,8,0
TXN9581,user9581@upi,merchant9581@upi,Bangalore,563,mobile,13,0
TXN9582,user9582@upi,merchant9582@upi,Hyderabad,15955,mobile,19,0
TXN9583,user9583@upi,merchant9583@upi,Hyderabad,17560,mobile,21,0
TXN9584,user9584@upi,merchant9584@upi,Delhi,19971,desktop,13,0
TXN9585,user9585@upi,merchant9585@upi,Mumbai,12104,tablet,13,0
TXN9586,user9586@upi,merchant9586@upi,Mumbai,13867,mobile,7,0
TXN9587,user9587@upi,merchant9587@upi,Hyderabad,19493,desktop,6,0
TXN9588,user9588@upi,merchant9588@upi,Hyderabad,10828,mobile,14,0
TXN9589,user9589@upi,merchant9589@upi,Bangalore,19093,tablet,7,0
TXN9590,user9590@upi,merchant9590@upi,Chennai,10354,desktop,20,0
TXN9591,user9591@upi,merchant9591@upi,Hyderabad,18603,tablet,8,0
TXN9592,user9592@upi,merchant9592@upi,Hyderabad,5034,mobile,8,0
TXN9593,user9593@upi,merchant9593@upi,Hyderabad,116501,emulator,23,1
TXN9594,user9594@upi,merchant9594@upi,Hyderabad,14264,desktop,9,0
TXN9595,user9595@upi,merchant9595@upi,Bangalore,12328,mobile,20,0
TXN9596,user9596@upi,merchant9596@upi,Bangalore,12228,desktop,13,0
TXN9597,user9597@upi,merchant9597@upi,Bangalore,14279,mobile,13,0
TXN9598,user9598@upi,merchant9598@upi,Mumbai,17374,desktop,13,0
TXN9599,user9599@upi,merchant9599@upi,Bangalore,71418,desktop,2,1
TXN9600,user9600@upi,merchant9600@upi,Chennai,7059,tablet,13,0
TXN9601,user9601@upi,merchant9601@upi,Chennai,14221,mobile,21,0
TXN9602,user9602@upi,merchant9602@upi,Hyderabad,18254,desktop,15,0
TXN9603,user9603@upi,merchant9603@upi,Chennai,14679,mobile,21,0
TXN9604,user9604@upi,merchant9604@upi,Bangalore,14528,desktop,10,0
TXN9605,user9605@upi,merchant9605@upi,Chennai,17446,desktop,17,0
TXN9606,user9606@upi,merchant9606@upi,Chennai,15320,mobile,17,0
TXN9607,user9607@upi,merchant9607@upi,Bangalore,14628,mobile,12,0
TXN9608,user9608@upi,merchant9608@upi,Delhi,19604,mobile,10,0
TXN9609,user9609@upi,merchant9609@upi,Chennai,19544,desktop,18,0
TXN9610,user9610@upi,merchant9610@upi,Mumbai,3338,tablet,18,0
TXN9611,user9611@upi,merchant9611@upi,Hyderabad,102604,desktop,4,1
TXN9612,user9612@upi,merchant9612@upi,Mumbai,118541,desktop,2,1
TXN9613,user9613@upi,merchant9613@upi,Mumbai,17319,mobile,8,0
TXN9614,user9614@upi,merchant9614@upi,Mumbai,46541,desktop,0,1
TXN9615,user9615@upi,merchant9615@upi,Mumbai,305,tablet,11,0
TXN9616,user9616@upi,merchant9616@upi,Mumbai,112238,desktop,2,1
TXN9617,user9617@upi,merchant9617@upi,Mumbai,9460,desktop,20,0
TXN9618,user9618@upi,merchant9618@upi,Bangalore,900,tablet,17,0
TXN9619,user9619@upi,merchant9619@upi,Mumbai,7303,desktop,22,0
TXN9620,user9620@upi,merchant9620@upi,Mumbai,4300,mobile,12,0
TXN9621,user9621@upi,merchant9621@upi,Chennai,14610,desktop,6,0
TXN9622,user9622@upi,merchant9622@upi,Chennai,11690,mobile,12,0
TXN9623,user9623@upi,merchant9623@upi,Delhi,86221,emulator,2,1
TXN9624,user9624@upi,merchant9624@upi,Mumbai,10002,mobile,22,0
TXN9625,user9625@upi,merchant9625@upi,Chennai,14371,mobile,7,0
TXN9626,user9626@upi,merchant9626@upi,Mumbai,59054,desktop,1,1
TXN9627,user9627@upi,merchant9627@upi,Hyderabad,3123,mobile,22,0
TXN9628,user9628@upi,merchant9628@upi,Bangalore,5243,mobile,11,0
TXN9629,user9629@upi,merchant9629@upi,Delhi,15535,mobile,7,0
TXN9630,user9630@upi,merchant9630@upi,Mumbai,8650,tablet,21,0
TXN9631,user9631@upi,merchant9631@upi,Hyderabad,19381,desktop,11,0
TXN9632,user9632@upi,merchant9632@upi,Mumbai,9907,mobile,13,0
TXN9633,user9633@upi,merchant9633@upi,Delhi,19361,desktop,9,0
TXN9634,user9634@upi,merchant9634@upi,Delhi,15542,tablet,19,0
TXN9635,user9635@upi,merchant9635@upi,Chennai,5027,tablet,14,0
TXN9636,user9636@upi,merchant9636@upi,Mumbai,19731,tablet,14,0
TXN9637,user9637@upi,merchant9637@upi,Mumbai,14213,tablet,21,0
TXN9638,user9638@upi,merchant9638@upi,Hyderabad,11768,tablet,14,0
TXN9639,user9639@upi,merchant9639@upi,Bangalore,68250,desktop,1,1
TXN9640,user9640@upi,merchant9640@upi,Bangalore,6747,mobile,14,0
TXN9641,user9641@upi,merchant9641@upi,Mumbai,138,mobile,8,0
TXN9642,user9642@upi,merchant9642@upi,Chennai,13661,mobile,9,0
TXN9643,user9643@upi,merchant9643@upi,Delhi,10641,mobile,7,0
TXN9644,user9644@upi,merchant9644@upi,Chennai,17512,desktop,21,0
TXN9645,user9645@upi,merchant9645@upi,Mumbai,7362,tablet,21,0
TXN9646,user9646@upi,merchant9646@upi,Chennai,14321,tablet,14,0
TXN9647,user9647@upi,merchant9647@upi,Hyderabad,2258,mobile,11,0
TXN9648,user9648@upi,merchant9648@upi,Mumbai,16230,desktop,18,0
TXN9649,user9649@upi,merchant9649@upi,Bangalore,1255,mobile,11,0
TXN9650,user9650@upi,merchant9650@upi,Mumbai,11755,mobile,14,0
TXN9651,user9651@upi,merchant9651@upi,Bangalore,15830,desktop,11,0
TXN9652,user9652@upi,merchant9652@upi,Hyderabad,4164,mobile,11,0
TXN9653,user9653@upi,merchant9653@upi,Mumbai,10295,desktop,18,0
TXN9654,user9654@upi,merchant9654@upi,Bangalore,239,desktop,16,0
TXN9655,user9655@upi,merchant9655@upi,Bangalore,15256,desktop,10,0
TXN9656,user9656@upi,merchant9656@upi,Chennai,11488,mobile,20,0
TXN9657,user9657@upi,merchant9657@upi,Delhi,5628,desktop,22,0
TXN9658,user9658@upi,merchant9658@upi,Bangalore,1878,mobile,6,0
TXN9659,user9659@upi,merchant9659@upi,Bangalore,36155,desktop,0,1
TXN9660,user9660@upi,merchant9660@upi,Chennai,4246,tablet,8,0
TXN9661,user9661@upi,merchant9661@upi,Hyderabad,16015,tablet,21,0
TXN9662,user9662@upi,merchant9662@upi,Chennai,827,tablet,15,0
TXN9663,user9663@upi,merchant9663@upi,Chennai,7880,tablet,20,0
TXN9664,user9664@upi,merchant9664@upi,Bangalore,9024,tablet,6,0
TXN9665,user9665@upi,merchant9665@upi,Bangalore,12800,tablet,15,0
TXN9666,user9666@upi,merchant9666@upi,Delhi,13667,mobile,21,0
TXN9667,user9667@upi,merchant9667@upi,Mumbai,10365,desktop,18,0
TXN9668,user9668@upi,merchant9668@upi,Delhi,14053,desktop,8,0
TXN9669,user9669@upi,merchant9669@upi,Delhi,14283,tablet,10,0
TXN9670,user9670@upi,merchant9670@upi,Hyderabad,4774,tablet,18,0
TXN9671,user9671@upi,merchant9671@upi,Chennai,4170,tablet,17,0
TXN9672,user9672@upi,merchant9672@upi,Delhi,18731,tablet,22,0
TXN9673,user9673@upi,merchant9673@upi,Chennai,11393,desktop,6,0
TXN9674,user9674@upi,merchant9674@upi,Bangalore,6907,tablet,13,0
TXN9675,user9675@upi,merchant9675@upi,Hyderabad,4509,tablet,14,0
TXN9676,user9676@upi,merchant9676@upi,Hyderabad,69,mobile,18,0
TXN9677,user9677@upi,merchant9677@upi,Bangalore,1755,desktop,18,0
TXN9678,user9678@upi,merchant9678@upi,Bangalore,5859,mobile,11,0
TXN9679,user9679@upi,merchant9679@upi,Mumbai,6569,tablet,16,0
TXN9680,user9680@upi,merchant9680@upi,Delhi,4775,tablet,6,0
TXN9681,user9681@upi,merchant9681@upi,Bangalore,5298,tablet,17,0
TXN9682,user9682@upi,merchant9682@upi,Mumbai,743,mobile,16,0
TXN9683,user9683@upi,merchant9683@upi,Delhi,15385,desktop,18,0
TXN9684,user9684@upi,merchant9684@upi,Delhi,15465,tablet,6,0
TXN9685,user9685@upi,merchant9685@upi,Hyderabad,11528,tablet,12,0
TXN9686,user9686@upi,merchant9686@upi,Mumbai,16115,tablet,15,0
TXN9687,user9687@upi,merchant9687@upi,Chennai,18036,desktop,6,0
TXN9688,user9688@upi,merchant9688@upi,Chennai,9159,tablet,11,0
TXN9689,user9689@upi,merchant9689@upi,Delhi,14720,tablet,8,0
TXN9690,user9690@upi,merchant9690@upi,Chennai,3283,tablet,7,0
TXN9691,user9691@upi,merchant9691@upi,Chennai,9202,mobile,16,0
TXN9692,user9692@upi,merchant9692@upi,Hyderabad,5857,desktop,7,0
TXN9693,user9693@upi,merchant9693@upi,Delhi,9903,tablet,12,0
TXN9694,user9694@upi,merchant9694@upi,Hyderabad,10638,mobile,18,0
TXN9695,user9695@upi,merchant9695@upi,Delhi,10606,desktop,9,0
TXN9696,user9696@upi,merchant9696@upi,Hyderabad,11688,desktop,17,0
TXN9697,user9697@upi,merchant9697@upi,Chennai,17648,mobile,18,0
TXN9698,user9698@upi,merchant9698@upi,Delhi,15626,desktop,16,0
TXN9699,user9699@upi,merchant9699@upi,Bangalore,2115,desktop,21,0
TXN9700,user9700@upi,merchant9700@upi,Delhi,2356,desktop,14,0
TXN9701,user9701@upi,merchant9701@upi,Delhi,8891,mobile,15,0
TXN9702,user9702@upi,merchant9702@upi,Chennai,7471,mobile,17,0
TXN9703,user9703@upi,merchant9703@upi,Mumbai,67058,emulator,2,1
TXN9704,user9704@upi,merchant9704@upi,Mumbai,5706,desktop,22,0
TXN9705,user9705@upi,merchant9705@upi,Chennai,19180,mobile,22,0
TXN9706,user9706@upi,merchant9706@upi,Bangalore,6136,mobile,8,0
TXN9707,user9707@upi,merchant9707@upi,Mumbai,4844,tablet,14,0
TXN9708,user9708@upi,merchant9708@upi,Mumbai,80061,desktop,0,1
TXN9709,user9709@upi,merchant9709@upi,Bangalore,11285,desktop,13,0
TXN9710,user9710@upi,merchant9710@upi,Mumbai,18043,tablet,10,0
TXN9711,user9711@upi,merchant9711@upi,Delhi,7320,tablet,19,0
TXN9712,user9712@upi,merchant9712@upi,Chennai,13513,desktop,7,0
TXN9713,user9713@upi,merchant9713@upi,Hyderabad,6295,desktop,21,0
TXN9714,user9714@upi,merchant9714@upi,Chennai,11048,mobile,17,0
TXN9715,user9715@upi,merchant9715@upi,Delhi,1130,mobile,7,0
TXN9716,user9716@upi,merchant9716@upi,Delhi,17521,mobile,20,0
TXN9717,user9717@upi,merchant9717@upi,Delhi,110113,desktop,3,1
TXN9718,user9718@upi,merchant9718@upi,Hyderabad,8882,tablet,14,0
TXN9719,user9719@upi,merchant9719@upi,Hyderabad,16471,tablet,20,0
TXN9720,user9720@upi,merchant9720@upi,Bangalore,3659,mobile,11,0
TXN9721,user9721@upi,merchant9721@upi,Hyderabad,15820,desktop,12,0
TXN9722,user9722@upi,merchant9722@upi,Hyderabad,18593,desktop,14,0
TXN9723,user9723@upi,merchant9723@upi,Chennai,14673,desktop,11,0
TXN9724,user9724@upi,merchant9724@upi,Chennai,66949,emulator,0,1
TXN9725,user9725@upi,merchant9725@upi,Chennai,17528,desktop,8,0
TXN9726,user9726@upi,merchant9726@upi,Hyderabad,8420,desktop,13,0
TXN9727,user9727@upi,merchant9727@upi,Chennai,16902,mobile,14,0
TXN9728,user9728@upi,merchant9728@upi,Mumbai,17979,desktop,18,0
TXN9729,user9729@upi,merchant9729@upi,Bangalore,9917,tablet,13,0
TXN9730,user9730@upi,merchant9730@upi,Chennai,11949,tablet,21,0
TXN9731,user9731@upi,merchant9731@upi,Chennai,12217,tablet,11,0
TXN9732,user9732@upi,merchant9732@upi,Mumbai,15718,desktop,22,0
TXN9733,user9733@upi,merchant9733@upi,Mumbai,2326,desktop,19,0
TXN9734,user9734@upi,merchant9734@upi,Mumbai,14088,desktop,21,0
TXN9735,user9735@upi,merchant9735@upi,Mumbai,380,tablet,11,0
TXN9736,user9736@upi,merchant9736@upi,Hyderabad,6340,tablet,9,0
TXN9737,user9737@upi,merchant9737@upi,Bangalore,1784,tablet,22,0
TXN9738,user9738@upi,merchant9738@upi,Delhi,324,mobile,7,0
TXN9739,user9739@upi,merchant9739@upi,Chennai,9948,mobile,6,0
TXN9740,user9740@upi,merchant9740@upi,Chennai,13021,desktop,16,0
TXN9741,user9741@upi,merchant9741@upi,Delhi,5164,tablet,17,0
TXN9742,user9742@upi,merchant9742@upi,Mumbai,4668,mobile,7,0
TXN9743,user9743@upi,merchant9743@upi,Delhi,8028,tablet,20,0
TXN9744,user9744@upi,merchant9744@upi,Delhi,5707,tablet,19,0
TXN9745,user9745@upi,merchant9745@upi,Bangalore,16038,desktop,19,0
TXN9746,user9746@upi,merchant9746@upi,Chennai,87475,emulator,23,1
TXN9747,user9747@upi,merchant9747@upi,Delhi,18148,tablet,17,0
TXN9748,user9748@upi,merchant9748@upi,Mumbai,3602,tablet,14,0
TXN9749,user9749@upi,merchant9749@upi,Hyderabad,5651,mobile,22,0
TXN9750,user9750@upi,merchant9750@upi,Mumbai,10148,desktop,14,0
TXN9751,user9751@upi,merchant9751@upi,Delhi,4094,mobile,12,0
TXN9752,user9752@upi,merchant9752@upi,Mumbai,12721,mobile,20,0
TXN9753,user9753@upi,merchant9753@upi,Delhi,7017,mobile,7,0
TXN9754,user9754@upi,merchant9754@upi,Bangalore,17035,mobile,6,0
TXN9755,user9755@upi,merchant9755@upi,Bangalore,9983,mobile,11,0
TXN9756,user9756@upi,merchant9756@upi,Bangalore,6410,tablet,21,0
TXN9757,user9757@upi,merchant9757@upi,Hyderabad,5902,desktop,20,0
TXN9758,user9758@upi,merchant9758@upi,Mumbai,11464,mobile,14,0
TXN9759,user9759@upi,merchant9759@upi,Mumbai,10630,desktop,14,0
TXN9760,user9760@upi,merchant9760@upi,Mumbai,5481,tablet,14,0
TXN9761,user9761@upi,merchant9761@upi,Bangalore,43522,desktop,23,1
TXN9762,user9762@upi,merchant9762@upi,Hyderabad,11368,desktop,17,0
TXN9763,user9763@upi,merchant9763@upi,Delhi,9317,mobile,9,0
TXN9764,user9764@upi,merchant9764@upi,Chennai,4086,mobile,8,0
TXN9765,user9765@upi,merchant9765@upi,Chennai,3535,desktop,15,0
TXN9766,user9766@upi,merchant9766@upi,Delhi,18116,mobile,19,0
TXN9767,user9767@upi,merchant9767@upi,Chennai,4349,tablet,21,0
TXN9768,user9768@upi,merchant9768@upi,Hyderabad,19228,desktop,22,0
TXN9769,user9769@upi,merchant9769@upi,Delhi,1753,mobile,16,0
TXN9770,user9770@upi,merchant9770@upi,Mumbai,15460,mobile,9,0
TXN9771,user9771@upi,merchant9771@upi,Bangalore,7114,mobile,14,0
TXN9772,user9772@upi,merchant9772@upi,Mumbai,14122,desktop,7,0
TXN9773,user9773@upi,merchant9773@upi,Chennai,11646,tablet,18,0
TXN9774,user9774@upi,merchant9774@upi,Mumbai,18703,desktop,20,0
TXN9775,user9775@upi,merchant9775@upi,Delhi,4061,desktop,9,0
TXN9776,user9776@upi,merchant9776@upi,Delhi,18213,mobile,22,0
TXN9777,user9777@upi,merchant9777@upi,Mumbai,4306,mobile,19,0
